,UNICODE,CHARACTER,RADICAL
4349,U+5EFD,廽,廴 囗 &CDP-89CC;
4350,U+5EFE,廾,廾
4351,U+5EFF,廿,廿
4352,U+5F00,开,一 廾
4353,U+5F01,弁,厶 廾
4354,U+5F02,异,己 廾
4355,U+5F03,弃,亠 厶 廾
4356,U+5F04,弄,王 廾
4357,U+5F05,弅,八 刀 廾
4358,U+5F06,弆,土 厶 廾
4359,U+5F07,弇,&CDP-8AFC; 口 廾
4360,U+5F08,弈,亠 &CDP-8CB5; 廾
4361,U+5F09,弉,爿 士 廾
4362,U+5F0A,弊,㡀 攵 廾
4363,U+5F0B,弋,弋
4364,U+5F0C,弌,弋 一
4365,U+5F0D,弍,弋 二
4366,U+5F0E,弎,弋 三
4367,U+5F0F,式,弋 工
4368,U+5F10,弐,弋 二 一
4369,U+5F11,弑,㐅 木 弋 工
4370,U+5F12,弒,㐅 木 弋 工
4371,U+5F13,弓,弓
4372,U+5F14,弔,弔
4373,U+5F15,引,弓 丨
4374,U+5F16,弖,弓 一
4375,U+5F17,弗,弗
4376,U+5F18,弘,弓 厶
4377,U+5F19,弙,弓 于
4378,U+5F1A,弚,丶 丿 弔
4379,U+5F1B,弛,弓 也
4380,U+5F1C,弜,弓 弓
4381,U+5F1D,弝,弓 巴
4382,U+5F1E,弞,弓 欠
4383,U+5F1F,弟,丿 丶 丿 弔
4384,U+5F20,张,弓 长
4385,U+5F21,弡,弓 巨
4386,U+5F22,弢,弓 𠬢
4387,U+5F23,弣,弓 亻 寸
4388,U+5F24,弤,弓 氏 丶
4389,U+5F25,弥,弓 &CDP-8DD8; 小
4390,U+5F26,弦,弓 玄
4391,U+5F27,弧,弓 瓜
4392,U+5F28,弨,弓 刀 口
4393,U+5F29,弩,女 又 弓
4394,U+5F2A,弪,弓 𢀖
4395,U+5F2B,弫,弓 臣
4396,U+5F2C,弬,弓 𦣝
4397,U+5F2D,弭,弓 耳
4398,U+5F2E,弮,龹 弓
4399,U+5F2F,弯,亠 &CDP-8CB5; 弓
4400,U+5F30,弰,弓 ⺌ &CDP-8958;
4401,U+5F31,弱,𢎥 𢎥
4402,U+5F32,弲,弓 口 &CDP-8958;
4403,U+5F33,弳,弓 一 巛 工
4404,U+5F34,弴,弓 亠 口 子
4405,U+5F35,張,弓 長
4406,U+5F36,弶,弓 亠 口 小
4407,U+5F37,強,弓 𧈧
4408,U+5F38,弸,弓 月 月
4409,U+5F39,弹,弓 丶 丿 &CDP-8BD9;
4410,U+5F3A,强,弓 口 虫
4411,U+5F3B,弻,弓 㐁 弓
4412,U+5F3C,弼,弓 一 白 弓
4413,U+5F3D,弽,弓 世 木
4414,U+5F3E,弾,弓 𭕄 &CDP-8BD9;
4415,U+5F3F,弿,宀 &CDP-8BB7; 八 弓
4416,U+5F40,彀,𣪊 弓
4417,U+5F41,彁,弓 &CDP-8974; 口 &CDP-8974; 口
4418,U+5F42,彂,业 弓 矢
4419,U+5F43,彃,弓 畢
4420,U+5F44,彄,弓 匚 口 口 口
4421,U+5F45,彅,弓 䒑 &CDP-8958; 刂 刀
4422,U+5F46,彆,㡀 攵 弓
4423,U+5F47,彇,弓 肅
4424,U+5F48,彈,弓 口 口 &CDP-8BD9;
4425,U+5F49,彉,弓 黄
4426,U+5F4A,彊,弓 &CDP-8D5E; &CDP-8D5E; 一
4427,U+5F4B,彋,弓 ⺫ &GT-K04958;
4428,U+5F4C,彌,弓 一 &CDP-88D6;
4429,U+5F4D,彍,弓 广 黃
4430,U+5F4E,彎,䜌 弓
4431,U+5F4F,彏,弓 䀠 隹 又
4432,U+5F50,彐,彐
4433,U+5F51,彑,彑
4434,U+5F52,归,&CDP-8968; 彐
4435,U+5F53,当,⺌ 彐
4436,U+5F54,彔,彑 ⺢
4437,U+5F55,录,彐 ⺢
4438,U+5F56,彖,彑 𧰨
4439,U+5F57,彗,丰 丰 彐
4440,U+5F58,彘,彑 匕 矢 匕
4441,U+5F59,彙,彑 冖 果
4442,U+5F5A,彚,彐 冖 果
4443,U+5F5B,彛,彐 米 八 刀 廾
4444,U+5F5C,彜,彑 米 八 刀 廾
4445,U+5F5D,彝,彑 米 糸 廾
4446,U+5F5E,彞,彐 米 糸 廾
4447,U+5F5F,彟,&G0-6566; 寸 艹 隹 又
4448,U+5F60,彠,&G0-6566; &CDP-8CFA; 寸 艹 隹 又
4449,U+5F61,彡,彡
4450,U+5F62,形,一 廾 彡
4451,U+5F63,彣,文 彡
4452,U+5F64,彤,丹 彡
4453,U+5F65,彥,文 &CDP-8D5A;
4454,U+5F66,彦,&CDP-8BAE; 厂 彡
4455,U+5F67,彧,戈 &CDP-8BE2; &CDP-89A6;
4456,U+5F68,彨,一 冂 丶 冂 丶 彡
4457,U+5F69,彩,爫 木 彡
4458,U+5F6A,彪,虍 儿 彡
4459,U+5F6B,彫,⺆ 𠮷 彡
4460,U+5F6C,彬,木 木 彡
4461,U+5F6D,彭,十 豆 彡
4462,U+5F6E,彮,宀 谷 彡
4463,U+5F6F,彯,覀 示 彡
4464,U+5F70,彰,立 日 十 彡
4465,U+5F71,影,日 亠 口 小 彡
4466,U+5F72,彲,&GT-00145; 鹿 彡
4467,U+5F73,彳,彳
4468,U+5F74,彴,彳 勹 丶
4469,U+5F75,彵,彳 也
4470,U+5F76,彶,彳 及
4471,U+5F77,彷,彳 方
4472,U+5F78,彸,彳 八 厶
4473,U+5F79,役,彳 几 又
4474,U+5F7A,彺,彳 王
4475,U+5F7B,彻,彳 七 刀
4476,U+5F7C,彼,彳 皮
4477,U+5F7D,彽,彳 氏 丶
4478,U+5F7E,彾,彳 𠆢 丶 龴
4479,U+5F7F,彿,彳 弗
4480,U+5F80,往,彳 丶 王
4481,U+5F81,征,彳 一 止
4482,U+5F82,徂,彳 且
4483,U+5F83,徃,彳 生
4484,U+5F84,径,彳 𢀖
4485,U+5F85,待,彳 土 寸
4486,U+5F86,徆,彳 西
4487,U+5F87,徇,彳 勹 日
4488,U+5F88,很,彳 艮
4489,U+5F89,徉,彳 羊
4490,U+5F8A,徊,彳 囗 口
4491,U+5F8B,律,彳 聿
4492,U+5F8C,後,彳 &CDP-8B7B;
4493,U+5F8D,徍,彳 土 土
4494,U+5F8E,徎,彳 口 王
4495,U+5F8F,徏,彳 止 𣥂
4496,U+5F90,徐,彳 &CDP-8AFC; 朩
4497,U+5F91,徑,彳 一 巛 工
4498,U+5F92,徒,彳 土 龰
4499,U+5F93,従,彳 䒑 龰
4500,U+5F94,徔,彳 艹 之
4501,U+5F95,徕,彳 来
4502,U+5F96,徖,彳 宀 示
4503,U+5F97,得,彳 㝵
4504,U+5F98,徘,彳 非
4505,U+5F99,徙,彳 止 龰
4506,U+5F9A,徚,彳 柬
4507,U+5F9B,徛,彳 大 &CDP-8974; 口
4508,U+5F9C,徜,彳 ⺌ 冂 口
4509,U+5F9D,徝,彳 十 &CDP-8BA5;
4510,U+5F9E,從,彳 &CDP-8BB0;
4511,U+5F9F,徟,彳 ⺆ 𠮷
4512,U+5FA0,徠,彳 來
4513,U+5FA1,御,彳 𦈢 卩
4514,U+5FA2,徢,彳 疌
4515,U+5FA3,徣,彳 龷 日
4516,U+5FA4,徤,彳 廴 聿
4517,U+5FA5,徥,彳 日 𤴓
4518,U+5FA6,徦,彳 &CDP-8C7A; &CDP-8C79;
4519,U+5FA7,徧,彳 户 𠕁
4520,U+5FA8,徨,彳 白 王
4521,U+5FA9,復,彳 𠂉 日 夂
4522,U+5FAA,循,彳 𠂆 𥃭
4523,U+5FAB,徫,彳 韋
4524,U+5FAC,徬,彳 &CDP-8BEC; 方
4525,U+5FAD,徭,彳 䍃
4526,U+5FAE,微,彳 𡵉 攵
4527,U+5FAF,徯,彳 &CDP-8CC5; 大
4528,U+5FB0,徰,彳 一 止 一 止
4529,U+5FB1,徱,彳 覀 示
4530,U+5FB2,徲,彳 尸 &CDP-8D6F;
4531,U+5FB3,徳,彳 &HD-TK-01032130;
4532,U+5FB4,徴,彳 山 王 攵
4533,U+5FB5,徵,彳 &CDP-8DB6; 攵
4534,U+5FB6,徶,彳 㡀 攵
4535,U+5FB7,德,彳 𢛳
4536,U+5FB8,徸,彳 立 田 土
4537,U+5FB9,徹,彳 亠 厶 &CDP-8958; 攵
4538,U+5FBA,徺,彳 土 土 土 兀
4539,U+5FBB,徻,彳 &CDP-8AFC; &CDP-8B63;
4540,U+5FBC,徼,彳 &CDP-8CE0; 攵
4541,U+5FBD,徽,彳 𢾰
4542,U+5FBE,徾,彳 山 言 攵
4543,U+5FBF,徿,彳 龍
4544,U+5FC0,忀,彳 衣 &CDP-8CA3;
4545,U+5FC1,忁,彳 日 屮 凵 大 ⺢
4546,U+5FC2,忂,彳 䀠 隹
4547,U+5FC3,心,心
4548,U+5FC4,忄,忄
4549,U+5FC5,必,必
4550,U+5FC6,忆,忄 乙
4551,U+5FC7,忇,忄 力
4552,U+5FC8,忈,二 心
4553,U+5FC9,忉,忄 刀
4554,U+5FCA,忊,忄 丁
4555,U+5FCB,忋,忄 己
4556,U+5FCC,忌,己 心
4557,U+5FCD,忍,刀 丿 心
4558,U+5FCE,忎,千 心
4559,U+5FCF,忏,忄 千
4560,U+5FD0,忐,上 心
4561,U+5FD1,忑,下 心
4562,U+5FD2,忒,&GT-K00233; 心
4563,U+5FD3,忓,忄 干
4564,U+5FD4,忔,忄 𠂉 乙
4565,U+5FD5,忕,忄 大
4566,U+5FD6,忖,忄 寸
4567,U+5FD7,志,士 心
4568,U+5FD8,忘,亡 心
4569,U+5FD9,忙,忄 亡
4570,U+5FDA,忚,忄 也
4571,U+5FDB,忛,忄 几 丶
4572,U+5FDC,応,广 心
4573,U+5FDD,忝,一 大 &AJ1-13852;
4574,U+5FDE,忞,文 心
4575,U+5FDF,忟,忄 文
4576,U+5FE0,忠,中 心
4577,U+5FE1,忡,忄 中
4578,U+5FE2,忢,五 心
4579,U+5FE3,忣,忄 及
4580,U+5FE4,忤,忄 𠂉 十
4581,U+5FE5,忥,𠂉 一 乁 心
4582,U+5FE6,忦,忄 𠆢 &CDP-89AB;
4583,U+5FE7,忧,忄 尤
4584,U+5FE8,忨,忄 一 兀
4585,U+5FE9,忩,八 厶 心
4586,U+5FEA,忪,忄 八 厶
4587,U+5FEB,快,忄 夬
4588,U+5FEC,忬,忄 予
4589,U+5FED,忭,忄 丶 下
4590,U+5FEE,忮,忄 十 又
4591,U+5FEF,忯,忄 氏
4592,U+5FF0,忰,忄 九 十
4593,U+5FF1,忱,忄 冘
4594,U+5FF2,忲,忄 大 丶
4595,U+5FF3,忳,忄 屯
4596,U+5FF4,忴,忄 𠆢 𪜊
4597,U+5FF5,念,𠆢 𪜊 心
4598,U+5FF6,忶,忄 二 厶
4599,U+5FF7,忷,忄 凵 㐅
4600,U+5FF8,忸,忄 丑
4601,U+5FF9,忹,忄 王
4602,U+5FFA,忺,忄 欠
4603,U+5FFB,忻,忄 斤
4604,U+5FFC,忼,忄 亠 几
4605,U+5FFD,忽,勹 &CDP-89A6; 心
4606,U+5FFE,忾,忄 𠂉 一 乁
4607,U+5FFF,忿,八 刀 心
4608,U+6000,怀,忄 不
4609,U+6001,态,大 丶 心
4610,U+6002,怂,人 人 心
4611,U+6003,怃,忄 无
4612,U+6004,怄,忄 匚 㐅
4613,U+6005,怅,忄 长
4614,U+6006,怆,忄 𠆢 㔾
4615,U+6007,怇,忄 巨
4616,U+6008,怈,忄 世
4617,U+6009,怉,忄 勹 巳
4618,U+600A,怊,忄 刀 口
4619,U+600B,怋,忄 民
4620,U+600C,怌,忄 不 一
4621,U+600D,怍,忄 乍
4622,U+600E,怎,乍 心
4623,U+600F,怏,忄 央
4624,U+6010,怐,忄 勹 口
4625,U+6011,怑,忄 半
4626,U+6012,怒,女 又 心
4627,U+6013,怓,忄 女 又
4628,U+6014,怔,忄 一 止
4629,U+6015,怕,忄 白
4630,U+6016,怖,忄 𠂇 巾
4631,U+6017,怗,忄 ⺊ 囗
4632,U+6018,怘,十 口 心
4633,U+6019,怙,忄 十 口
4634,U+601A,怚,忄 且
4635,U+601B,怛,忄 日 一
4636,U+601C,怜,忄 𠆢 丶 龴
4637,U+601D,思,田 心
4638,U+601E,怞,忄 由
4639,U+601F,怟,忄 氏 丶
4640,U+6020,怠,厶 口 心
4641,U+6021,怡,忄 厶 口
4642,U+6022,怢,忄 丿 夫
4643,U+6023,怣,丿 夫 心
4644,U+6024,怤,亻 寸 心
4645,U+6025,急,⺈ &G0-6566; 心
4646,U+6026,怦,忄 平
4647,U+6027,性,忄 生
4648,U+6028,怨,夕 㔾 心
4649,U+6029,怩,忄 尸 匕
4650,U+602A,怪,忄 又 土
4651,U+602B,怫,忄 弗
4652,U+602C,怬,忄 四
4653,U+602D,怭,忄 必
4654,U+602E,怮,忄 幺 力
4655,U+602F,怯,忄 土 厶
4656,U+6030,怰,忄 玄
4657,U+6031,怱,勹 &CDP-89D5; 心
4658,U+6032,怲,忄 一 内
4659,U+6033,怳,忄 口 儿
4660,U+6034,怴,忄 戉
4661,U+6035,怵,忄 木 丶
4662,U+6036,怶,忄 皮
4663,U+6037,怷,𣎳 丶 心
4664,U+6038,怸,木 丶 心
4665,U+6039,怹,亻 也 心
4666,U+603A,怺,忄 永
4667,U+603B,总,丶 丿 口 心
4668,U+603C,怼,又 寸 心
4669,U+603D,怽,忄 未
4670,U+603E,怾,忄 口 &GT-K00059;
4671,U+603F,怿,忄 又 &CDP-8BF1;
4672,U+6040,恀,忄 夕 夕
4673,U+6041,恁,亻 丿 士 心
4674,U+6042,恂,忄 勹 日
4675,U+6043,恃,忄 土 寸
4676,U+6044,恄,忄 士 口
4677,U+6045,恅,忄 老
4678,U+6046,恆,忄 二 &CDP-8959;
4679,U+6047,恇,忄 匚 王
4680,U+6048,恈,忄 厶 牛
4681,U+6049,恉,忄 匕 日
4682,U+604A,恊,忄 力 力 力
4683,U+604B,恋,亠 &CDP-8CB5; 心
4684,U+604C,恌,忄 兆
4685,U+604D,恍,忄 ⺌ 一 儿
4686,U+604E,恎,忄 &I-GT-03877; 土
4687,U+604F,恏,女 子 心
4688,U+6050,恐,工 几 丶 心
4689,U+6051,恑,忄 ⺈ 厂 㔾
4690,U+6052,恒,忄 一 日 一
4691,U+6053,恓,忄 西
4692,U+6054,恔,忄 亠 父
4693,U+6055,恕,女 口 心
4694,U+6056,恖,&CDP-8CC8; 㐅 心
4695,U+6057,恗,忄 大 一 丂
4696,U+6058,恘,忄 亻 木
4697,U+6059,恙,𦍌 心
4698,U+605A,恚,土 土 心
4699,U+605B,恛,忄 囗 口
4700,U+605C,恜,忄 弋 工
4701,U+605D,恝,㓞 心
4702,U+605E,恞,忄 夷
4703,U+605F,恟,忄 勹 凵 㐅
4704,U+6060,恠,忄 &CDP-88F1; 土
4705,U+6061,恡,忄 𠫤
4706,U+6062,恢,忄 𠂇 火
4707,U+6063,恣,冫 欠 心
4708,U+6064,恤,忄 丿 皿
4709,U+6065,恥,耳 心
4710,U+6066,恦,忄 &CDP-8BD6; 口
4711,U+6067,恧,而 心
4712,U+6068,恨,忄 艮
4713,U+6069,恩,囗 大 心
4714,U+606A,恪,忄 夂 口
4715,U+606B,恫,忄 𠔼 口
4716,U+606C,恬,忄 舌
4717,U+606D,恭,龷 &GT-K00059; &AJ1-13852;
4718,U+606E,恮,忄 𠆢 王
4719,U+606F,息,自 心
4720,U+6070,恰,忄 &CDP-8AFC; 口
4721,U+6071,恱,忄 八 厶 儿
4722,U+6072,恲,忄 丶 丿 一 廾
4723,U+6073,恳,艮 心
4724,U+6074,恴,亠 日 心
4725,U+6075,恵,&GT-K01770; 心
4726,U+6076,恶,亚 心
4727,U+6077,恷,亻 木 心
4728,U+6078,恸,忄 二 厶 力
4729,U+6079,恹,忄 厂 犬
4730,U+607A,恺,忄 山 己
4731,U+607B,恻,忄 贝 刂
4732,U+607C,恼,忄 㐫
4733,U+607D,恽,忄 冖 车
4734,U+607E,恾,忄 艹 亡
4735,U+607F,恿,龴 用 心
4736,U+6080,悀,忄 龴 用
4737,U+6081,悁,忄 口 &CDP-8958;
4738,U+6082,悂,忄 比 土
4739,U+6083,悃,忄 囗 木
4740,U+6084,悄,忄 ⺌ &CDP-8958;
4741,U+6085,悅,忄 八 口 儿
4742,U+6086,悆,&CDP-8AFC; 朩 心
4743,U+6087,悇,忄 &CDP-8AFC; 朩
4744,U+6088,悈,忄 戈 廾
4745,U+6089,悉,釆 心
4746,U+608A,悊,扌 斤 心
4747,U+608B,悋,忄 文 口
4748,U+608C,悌,忄 丿 丶 丿 弔
4749,U+608D,悍,忄 日 干
4750,U+608E,悎,忄 ⺧ 口
4751,U+608F,悏,忄 夾
4752,U+6090,悐,犭 火 心
4753,U+6091,悑,忄 甫
4754,U+6092,悒,忄 邑
4755,U+6093,悓,忄 見
4756,U+6094,悔,忄 𠂉 母
4757,U+6095,悕,忄 㐅 𠂇 巾
4758,U+6096,悖,忄 &CDP-8D52; 子
4759,U+6097,悗,忄 ⺈ &CDP-8BCB;
4760,U+6098,悘,匚 矢 心
4761,U+6099,悙,忄 亠 口 了
4762,U+609A,悚,忄 束
4763,U+609B,悛,忄 厶 &GT-K00059; 夂
4764,U+609C,悜,忄 口 王
4765,U+609D,悝,忄 田 土
4766,U+609E,悞,忄 夨 口
4767,U+609F,悟,忄 五 口
4768,U+60A0,悠,&CDP-8B7A; 攵 心
4769,U+60A1,悡,禾 刂 心
4770,U+60A2,悢,忄 丶 艮
4771,U+60A3,患,串 心
4772,U+60A4,悤,丿 口 タ 心
4773,U+60A5,悥,言 心
4774,U+60A6,悦,忄 丶 丿 口 儿
4775,U+60A7,悧,忄 禾 刂
4776,U+60A8,您,亻 &CDP-8DD8; 小 心
4777,U+60A9,悩,忄 𭕄 凵 㐅
4778,U+60AA,悪,亜 心
4779,U+60AB,悫,士 冖 几 心
4780,U+60AC,悬,且 厶 心
4781,U+60AD,悭,忄 &U-i001+81E4; 土
4782,U+60AE,悮,忄 口 一 大
4783,U+60AF,悯,忄 门 文
4784,U+60B0,悰,忄 宀 示
4785,U+60B1,悱,忄 非
4786,U+60B2,悲,非 心
4787,U+60B3,悳,直 心
4788,U+60B4,悴,忄 𠅃 十
4789,U+60B5,悵,忄 長
4790,U+60B6,悶,門 心
4791,U+60B7,悷,忄 户 犬
4792,U+60B8,悸,忄 禾 子
4793,U+60B9,悹,宀 㠯 心
4794,U+60BA,悺,忄 宀 㠯
4795,U+60BB,悻,忄 土 𢆉
4796,U+60BC,悼,忄 ⺊ 日 十
4797,U+60BD,悽,忄 &CDP-89E5; 女
4798,U+60BE,悾,忄 穴 工
4799,U+60BF,悿,忄 一 大 &AJ1-13852;
4800,U+60C0,惀,忄 &CDP-8AFC; 𠕁
4801,U+60C1,惁,木 斤 心
4802,U+60C2,惂,忄 ⺈ 臼
4803,U+60C3,惃,忄 日 比
4804,U+60C4,惄,上 小 又 心
4805,U+60C5,情,忄 青
4806,U+60C6,惆,忄 ⺆ 𠮷
4807,U+60C7,惇,忄 亠 口 子
4808,U+60C8,惈,忄 果
4809,U+60C9,惉,氵 ⺊ 囗 心
4810,U+60CA,惊,忄 亠 口 小
4811,U+60CB,惋,忄 宀 夕 㔾
4812,U+60CC,惌,宀 夕 㔾 心
4813,U+60CD,惍,忄 金
4814,U+60CE,惎,&CDP-8B72; &GT-K00059; 心
4815,U+60CF,惏,忄 木 木
4816,U+60D0,惐,忄 戈 &CDP-8BE2;
4817,U+60D1,惑,戈 &CDP-8BE2; 心
4818,U+60D2,惒,禾 口 心
4819,U+60D3,惓,忄 龹 㔾
4820,U+60D4,惔,忄 火 火
4821,U+60D5,惕,忄 日 勹 &CDP-89A6;
4822,U+60D6,惖,日 勹 &CDP-89A6; 心
4823,U+60D7,惗,忄 𠆢 𪜊 心
4824,U+60D8,惘,忄 冂 &CDP-8D7E;
4825,U+60D9,惙,忄 又 又 又 又
4826,U+60DA,惚,忄 勹 &CDP-89A6; 心
4827,U+60DB,惛,忄 氏 日
4828,U+60DC,惜,忄 龷 日
4829,U+60DD,惝,忄 ⺌ 冂 口
4830,U+60DE,惞,忄 斤 欠
4831,U+60DF,惟,忄 隹
4832,U+60E0,惠,&CDP-8BD0; 心
4833,U+60E1,惡,亞 心
4834,U+60E2,惢,心 心 心
4835,U+60E3,惣,&CDP-8BA9; 勹 &CDP-89A6; 心
4836,U+60E4,惤,忄 弓 玄
4837,U+60E5,惥,臾 心
4838,U+60E6,惦,忄 广 ⺊ 囗
4839,U+60E7,惧,忄 &CDP-8BA5; &GT-K00059;
4840,U+60E8,惨,忄 &GT-K01085; 彡
4841,U+60E9,惩,彳 一 止 心
4842,U+60EA,惪,十 &CDP-8BA5; 心
4843,U+60EB,惫,夂 田 心
4844,U+60EC,惬,忄 匚 夹
4845,U+60ED,惭,忄 车 斤
4846,U+60EE,惮,忄 丶 丿 &CDP-8BD9;
4847,U+60EF,惯,忄 毌 贝
4848,U+60F0,惰,忄 &CDP-8CA9;
4849,U+60F1,惱,忄 𡿺
4850,U+60F2,惲,忄 冖 車
4851,U+60F3,想,木 目 心
4852,U+60F4,惴,忄 山 而
4853,U+60F5,惵,忄 世 木
4854,U+60F6,惶,忄 白 王
4855,U+60F7,惷,&CDP-8BE9; 日 心
4856,U+60F8,惸,忄 㝁
4857,U+60F9,惹,艹 𠂇 口 心
4858,U+60FA,惺,忄 日 生
4859,U+60FB,惻,忄 貝 刂
4860,U+60FC,惼,忄 户 𠕁
4861,U+60FD,惽,忄 民 日
4862,U+60FE,惾,忄 㚇
4863,U+60FF,惿,忄 日 𤴓
4864,U+6100,愀,忄 禾 火
4865,U+6101,愁,禾 火 心
4866,U+6102,愂,&CDP-8D52; 子 力 心
4867,U+6103,愃,忄 宀 一 日 一
4868,U+6104,愄,忄 田 一 &CDP-8CC6;
4869,U+6105,愅,忄 革
4870,U+6106,愆,彳 一 丁 氵 心
4871,U+6107,愇,忄 韋
4872,U+6108,愈,&CDP-8AFC; 月 刂 心
4873,U+6109,愉,忄 &CDP-8AFC; 月 刂
4874,U+610A,愊,忄 𠮛 田
4875,U+610B,愋,忄 爫 一 𠂇 又
4876,U+610C,愌,忄 ⺈ &CDP-8BC0; &GT-K00059; 大
4877,U+610D,愍,民 攵 心
4878,U+610E,愎,忄 𠂉 日 夂
4879,U+610F,意,音 心
4880,U+6110,愐,忄 一 丿 囗 &CDP-89CC;
4881,U+6111,愑,忄 龴 用 力
4882,U+6112,愒,忄 曰 勹 𠃊 人
4883,U+6113,愓,忄 日 一 勹 &CDP-89A6;
4884,U+6114,愔,忄 音
4885,U+6115,愕,忄 口 口 一 丂
4886,U+6116,愖,忄 &CDP-88C8; 匚 儿
4887,U+6117,愗,矛 攵 心
4888,U+6118,愘,忄 宀 夂 口
4889,U+6119,愙,宀 夂 口 心
4890,U+611A,愚,禺 心
4891,U+611B,愛,&CDP-8BB8; 心 夂
4892,U+611C,愜,忄 匚 夾
4893,U+611D,愝,忄 匚 日 女
4894,U+611E,愞,忄 而 大
4895,U+611F,感,戊 一 口 心
4896,U+6120,愠,忄 日 皿
4897,U+6121,愡,忄 勹 &CDP-89D5; 心
4898,U+6122,愢,忄 田 心
4899,U+6123,愣,忄 罒 方
4900,U+6124,愤,忄 十 廾 贝
4901,U+6125,愥,忄 艹 央
4902,U+6126,愦,忄 𠀐 贝
4903,U+6127,愧,忄 鬼
4904,U+6128,愨,𣪊 心
4905,U+6129,愩,忄 工 貝
4906,U+612A,愪,忄 口 貝
4907,U+612B,愫,忄 龶 糸
4908,U+612C,愬,䒑 屮 月 心
4909,U+612D,愭,忄 老 日
4910,U+612E,愮,忄 䍃
4911,U+612F,愯,忄 隹 又
4912,U+6130,愰,忄 日 ⺌ 一 儿
4913,U+6131,愱,忄 疒 矢
4914,U+6132,愲,忄 骨
4915,U+6133,愳,䀠 心
4916,U+6134,愴,忄 𠆢 丶 &CDP-89CE; 口
4917,U+6135,愵,忄 𢎥 𢎥
4918,U+6136,愶,忄 力 力 力 &CDP-8958;
4919,U+6137,愷,忄 山 豆
4920,U+6138,愸,來 力 心
4921,U+6139,愹,忄 宀 谷
4922,U+613A,愺,忄 艹 日 十
4923,U+613B,愻,子 丿 糸 心
4924,U+613C,愼,忄 匕 目 𠃊 &GT-K00059;
4925,U+613D,愽,忄 甫 寸
4926,U+613E,愾,忄 𠂉 一 乁 米
4927,U+613F,愿,厂 &CDP-8BC4; 心
4928,U+6140,慀,忄 &CDP-8CC5; 大
4929,U+6141,慁,囗 豕 心
4930,U+6142,慂,氵 龴 用 心
4931,U+6143,慃,忄 八 厶 羽
4932,U+6144,慄,忄 覀 木
4933,U+6145,慅,忄 又 丶 虫
4934,U+6146,慆,忄 爫 臼
4935,U+6147,慇,㐆 几 又 心
4936,U+6148,慈,䒑 𢆶 心
4937,U+6149,慉,忄 玄 田
4938,U+614A,慊,忄 䒑 &CDP-8CDE;
4939,U+614B,態,䏍 匕 匕 心
4940,U+614C,慌,忄 艹 亡 𫶧
4941,U+614D,慍,忄 𥁕
4942,U+614E,慎,忄 十 &CDP-8BA5; &GT-K00059;
4943,U+614F,慏,忄 冖 日 亠 &GT-K00059;
4944,U+6150,慐,工 貝 心
4945,U+6151,慑,忄 耳 又 又
4946,U+6152,慒,忄 &CDP-8D61; 曰
4947,U+6153,慓,忄 覀 示
4948,U+6154,慔,忄 艹 日 大
4949,U+6155,慕,艹 日 大 &AJ1-13852;
4950,U+6156,慖,忄 囗 戈 &CDP-8BE2;
4951,U+6157,慗,束 攵 心
4952,U+6158,慘,忄 𠫯 彡
4953,U+6159,慙,車 斤 心
4954,U+615A,慚,忄 車 斤
4955,U+615B,慛,忄 山 隹
4956,U+615C,慜,𠂉 母 攵 心
4957,U+615D,慝,&MJ007831; 心
4958,U+615E,慞,忄 立 日 十
4959,U+615F,慟,忄 重 力
4960,U+6160,慠,忄 &CDP-8DB2; 攵
4961,U+6161,慡,忄 爽
4962,U+6162,慢,忄 &CDP-8CBF; 又
4963,U+6163,慣,忄 毌 貝
4964,U+6164,慤,&CDP-8DA1; 几 又 心
4965,U+6165,慥,忄 辶 ⺧ 口
4966,U+6166,慦,求 攵 心
4967,U+6167,慧,丰 丰 彐 心
4968,U+6168,慨,忄 &CDP-8B7C; 旡
4969,U+6169,慩,忄 辶 車
4970,U+616A,慪,忄 匚 口 口 口
4971,U+616B,慫,彳 &CDP-8BB0; 心
4972,U+616C,慬,忄 廿 &CDP-8A6D;
4973,U+616D,慭,来 犬 心
4974,U+616E,慮,虍 田 心
4975,U+616F,慯,忄 𬀷
4976,U+6170,慰,𫵖 寸 心
4977,U+6171,慱,忄 &CDP-8BD0; 寸
4978,U+6172,慲,忄 㒼
4979,U+6173,慳,忄 臣 又 土
4980,U+6174,慴,忄 羽 白
4981,U+6175,慵,忄 广 𬎾
4982,U+6176,慶,&CDP-8D56; &CDP-8D57;
4983,U+6177,慷,忄 广 隶
4984,U+6178,慸,&CDP-8C4B; 冖 巾 心
4985,U+6179,慹,土 𢆉 丸 心
4986,U+617A,慺,忄 &CDP-89C5; 女
4987,U+617B,慻,忄 龹 目
4988,U+617C,慼,戊 上 小 心
4989,U+617D,慽,忄 戊 上 小
4990,U+617E,慾,谷 欠 心
4991,U+617F,慿,𠗦 心
4992,U+6180,憀,忄 羽 㐱
4993,U+6181,憁,忄 丿 口 タ 心
4994,U+6182,憂,&CDP-8CD4; 心 夂
4995,U+6183,憃,&CDP-8BE9; 臼 心
4996,U+6184,憄,彳 十 &CDP-8BA5; 心
4997,U+6185,憅,重 力 心
4998,U+6186,憆,忄 &GT-K05014; 土
4999,U+6187,憇,舌 甘 心
5000,U+6188,憈,忄 虍 业
5001,U+6189,憉,忄 十 豆 彡
5002,U+618A,憊,亻 𤰇 心
